index,unused_border,gaussian_sigma_x,gaussian_k_size,ellipse_straight_ratio_threshold,ellipse_lying_threshold,ellipse_identify_threshold,ellipse_center_reject_distance,canny_quantile_2,canny_quantile_1,blur_k_size,num_data,duration_mean,hd_mean,hd_std,dice_mean,dice_std,diff_mean,diff_std,adiff_mean,adiff_std
3155,5,5,11,50,0.1,0.5,70,0.9,0.9,11,100,1.096057298000669,5.253050122998294,0.678280956408089,0.7049208214412834,0.30807686968767334,10.18406093910069,65.28596889054214,51.64963660445432,51.64963660445432
3445,5,5,5,10,0.5,0.5,70,0.95,0.9,11,100,0.33955904399976133,5.576985412233669,0.6869885327824593,0.38810846349991407,0.4169526926722416,85.53043690349882,105.93384077862329,90.42541414557748,90.42541414557748
331,5,5,11,30,0.5,0.3,10,0.95,0.7,5,100,11.22674297700054,5.724005574979929,0.6634469048493951,0.3807449983147918,0.3949329748365916,81.2011987090363,100.66806602895623,83.11801759619622,83.11801759619622
2121,5,5,5,50,0.1,0.3,30,0.95,0.7,11,100,1.678136341999052,5.070962793596659,0.6855922352895093,0.7406873127520942,0.2871472286838248,10.500923047416842,63.36449990784243,51.3395015385855,51.3395015385855
4188,5,3,5,10,0.5,0.1,50,0.9,0.8,17,100,0.2863637299998663,5.666343708131286,0.570795104953953,0.3620888601791135,0.4086377126994983,79.33720863610694,131.81783168607333,102.97153356532449,102.97153356532449
3980,5,3,5,50,0.5,0.1,70,0.95,0.7,17,100,0.702659549000673,5.428831794645,0.6496194266230118,0.6540269847705105,0.3305795854797232,11.901019883966251,106.32005253653766,88.56737752502495,88.56737752502495
3317,5,5,5,30,0.1,0.1,50,0.95,0.9,11,100,0.8800237090000883,5.165622475359704,0.6714558598868906,0.7081237020214128,0.3119451326308162,13.173229158082377,67.8314172381473,55.754505750198796,55.754505750198796
2484,5,3,5,10,0.5,0.3,50,0.9,0.8,11,100,0.4796217939991038,5.586913573119343,0.6562802481685852,0.4170651962865021,0.42468273391043865,84.51889571038993,95.17813036673624,86.40096466438119,86.40096466438119
3904,5,3,5,30,0.5,0.1,50,0.95,0.7,17,100,0.66395519600017,5.4403308923501275,0.6298947978066723,0.6328228398952066,0.3481403617307922,21.489203930021613,108.17460088915522,90.7746393896298,90.7746393896298
2933,5,5,5,30,0.1,0.5,10,0.9,0.9,11,100,0.8586552870005835,5.507702985564968,0.700077789904745,0.4134849508496224,0.4377919397793673,82.58511807730676,115.74714198290069,97.30871921131425,97.30871921131425
4779,5,5,11,10,0.1,0.3,50,0.9,0.9,17,100,0.21674509900039993,5.714007856437203,0.6742854179219199,0.21815592654840288,0.3662629869836889,126.67756754440215,93.59900234687886,86.32015455099878,86.32015455099878
1789,5,5,5,10,0.5,0.5,10,0.9,0.7,11,100,0.7174567029997706,5.849425522269735,0.5633782117854768,0.1453934188673202,0.32654700844751544,144.9262604913625,84.94003089160796,82.4737849574626,82.4737849574626
4134,5,3,11,30,0.1,0.3,30,0.9,0.8,17,100,0.7283057660004124,5.22438683390447,0.6634636766454567,0.6232909099275166,0.37931054800398045,41.233128060487914,81.63478493173871,71.60096105984105,71.60096105984105
1140,5,3,5,10,0.5,0.5,70,0.95,0.8,5,100,1.624731071999995,5.586349544985654,0.733539062904388,0.3343756507962089,0.38081320171910277,87.7532518566797,105.52712137893933,86.7010021605211,86.7010021605211
2308,5,3,5,30,0.1,0.1,10,0.9,0.8,11,100,1.6581408310006374,5.509694960570145,0.6766386331467026,0.448911919859654,0.4276013314654654,62.76882687946858,119.76415045861793,93.50548229799956,93.50548229799956
1144,5,3,5,30,0.5,0.5,70,0.95,0.8,5,100,6.275825460000196,5.4018118560198225,0.6593757931020677,0.657508697118475,0.2777541432835572,-19.203226676640305,131.86113545256023,116.12827195220099,116.12827195220099
