kwargs_index,index,hd,dice,diff,adiff
394,621,5.5677643628300215,0.874894418366358,-12.42181063547892,12.42181063547892
394,939,4.47213595499958,0.9547446957332711,-11.218940958642065,11.218940958642065
394,854,4.898979485566356,0.9077666598597781,15.827894706127267,15.827894706127267
394,795,4.69041575982343,0.9534030901623313,-0.966015527240927,0.966015527240927
394,47,4.69041575982343,0.884517356499264,1.8126947167690162,1.8126947167690162
394,247,3.4641016151377544,0.9551856262621032,-0.26326368766950736,0.26326368766950736
394,249,4.69041575982343,0.9247159330733256,6.092550002030691,6.092550002030691
394,243,5.196152422706632,0.944943958615593,0.6999267025699112,0.6999267025699112
394,383,5.0990195135927845,0.9526313511641997,1.2329428488166627,1.2329428488166627
394,322,4.358898943540674,0.9771555464801674,-0.9003184063088838,0.9003184063088838
394,746,4.58257569495584,0.9077024526174725,-5.592469654229092,5.592469654229092
394,414,5.0,0.9658854707960923,2.5216139659967496,2.5216139659967496
394,999,5.5677643628300215,0.531779943917746,22.843873992296892,22.843873992296892
394,772,3.3166247903554,0.9562393582474679,3.125640453707234,3.125640453707234
394,907,4.898979485566356,0.9644889297853562,-5.0854249862306915,5.0854249862306915
394,576,5.477225575051661,0.9389426656738645,-3.775554477617675,3.775554477617675
394,380,4.58257569495584,0.9102939760362071,-19.704858347036378,19.704858347036378
394,761,4.358898943540674,0.9673035257041559,3.752757067438125,3.752757067438125
394,893,4.358898943540674,0.9861350596444525,-1.4092404307387483,1.4092404307387483
394,783,5.0,0.9525491177904571,6.157690964534794,6.157690964534794
394,269,4.123105625617661,0.9534837609549114,3.1861253648047807,3.1861253648047807
394,702,5.0,0.9538742104794947,5.572875588088095,5.572875588088095
394,434,5.744562646538029,0.9316398800012371,2.5456258257347315,2.5456258257347315
394,712,4.69041575982343,0.982502467917078,-0.2613572459782745,0.2613572459782745
394,169,5.477225575051661,0.8637117558498558,8.020876082287018,8.020876082287018
394,384,4.0,0.9596546571476009,3.010444051043237,3.010444051043237
394,716,3.7416573867739413,0.9658518913971935,0.4856669442451391,0.4856669442451391
394,396,4.69041575982343,0.9707043994917058,1.9794402591539608,1.9794402591539608
394,144,4.898979485566356,0.71162385720505,-5.765592591603806,5.765592591603806
394,637,4.898979485566356,0.9556026589378669,4.733128057388996,4.733128057388996
394,659,5.5677643628300215,0.9278951689930794,9.453710424904756,9.453710424904756
394,417,4.795831523312719,0.9614375507276468,4.695894090711704,4.695894090711704
394,107,4.898979485566356,0.901336302895323,-6.368404545781573,6.368404545781573
394,120,4.898979485566356,0.856850306065665,-12.204796004908289,12.204796004908289
394,581,4.123105625617661,0.9371367253867476,9.07225259034081,9.07225259034081
394,707,4.123105625617661,0.9478728259216065,2.192301792927225,2.192301792927225
