kwargs_index,index,hd,dice,diff,adiff
24,441,6.914408297114569,0.8980847018591535,-0.9505751016276349,0.9505751016276349
24,786,6.518031263464642,0.9048812377424276,12.421409488795746,12.421409488795746
24,162,21.293826347676,0.3362875355195454,-159.74437412344062,159.74437412344062
24,551,14.77902813838434,0.7382751380772163,33.560361073003094,33.560361073003094
24,239,16.219368562995843,0.6361901795101437,50.08389585523393,50.08389585523393
24,391,13.483185932924776,0.8023520373489348,-35.99168074378426,35.99168074378426
24,659,11.010686509248718,0.8577055637616937,-9.941545873828488,9.941545873828488
24,509,6.623462113468,0.9279138766080705,-11.430773481528036,11.430773481528036
24,126,8.774902515223356,0.7779177221459604,-21.310481295308534,21.310481295308534
24,292,5.797504643343952,0.9015309103657824,-6.200907557218301,6.200907557218301
24,975,159.099104370283,0.0,312.81,312.81
24,394,10.931325308278707,0.8624491918452248,-10.422330772301677,10.422330772301677
24,233,10.368817288294327,0.7512203887275015,-29.34629439574246,29.34629439574246
24,980,16.91565652159179,0.8390441626997219,1.7969688331544376,1.7969688331544376
24,356,14.469234191452285,0.8386945606694561,-26.887848122713933,26.887848122713933
24,921,4.066768345596179,0.9631228718313934,3.7447231663992966,3.7447231663992966
24,914,14.385348090942724,0.8711224479040401,18.951839296117782,18.951839296117782
24,720,22.980008684673958,0.8487400842277951,-33.432273330546394,33.432273330546394
24,304,13.55564585148262,0.7750678743355159,31.34288562940756,31.34288562940756
24,111,6.6265411497602935,0.8013562371339111,-6.8594735800146935,6.8594735800146935
24,510,14.968279220167332,0.8505538731271917,-29.661501050490727,29.661501050490727
24,754,8.35618869442947,0.9134736365693595,-12.397229471604419,12.397229471604419
24,578,5.506912529448,0.9135085325028286,-3.6067615754500935,3.6067615754500935
24,8,9.343880619500245,0.46144426160499025,-102.47739642891351,102.47739642891351
24,832,26.852803137989817,0.7974047099707937,-48.766993173378864,48.766993173378864
24,245,7.25351497985748,0.9130973611824804,-11.941109927641264,11.941109927641264
