kwargs_index,index,hd,dice,diff,adiff
12,441,4.099135600846159,0.9499147746642121,6.98689007057277,6.98689007057277
12,786,3.638080250136,0.9528868360277136,-0.058907072146013206,0.058907072146013206
12,162,3.4155677732967025,0.90726493757774,0.8842049351468972,0.8842049351468972
12,551,2.007045507438,0.9664029478703805,3.1857194956039905,3.1857194956039905
12,239,1.77763184432591,0.9716237964819155,-0.19628263727335593,0.19628263727335593
12,391,6.463532110656,0.9137834821428571,-2.90244436222261,2.90244436222261
12,659,2.7479050927796487,0.9580160388166319,7.2217381090498804,7.2217381090498804
12,509,1.827161962336,0.9683534743202417,0.5596326491574359,0.5596326491574359
12,126,1.4141301313726709,0.9542529501499185,-0.4909817089590973,0.4909817089590973
12,292,1.7653823264846265,0.969004034623535,6.5142221607328565,6.5142221607328565
12,975,4.7350256986083,0.9698215905654671,3.1266692807517416,3.1266692807517416
12,394,1.7227035680940028,0.9690005750680859,2.379569275045924,2.379569275045924
12,233,1.6928316608480551,0.9806774266878836,1.7988355255386637,1.7988355255386637
12,980,12.109767162199745,0.9039953676896352,-7.250992145110843,7.250992145110843
12,356,2.0948455172629568,0.9733275378353815,4.066395189203064,4.066395189203064
12,921,3.681879061506489,0.9699087118223825,3.56907949260966,3.56907949260966
12,914,6.02942908425076,0.9486427208249066,-4.665221998643801,4.665221998643801
12,720,2.7557362516446116,0.9526073824282196,8.913647827859393,8.913647827859393
12,304,1.6597722470101135,0.9715319573163977,-1.2780607195234097,1.2780607195234097
12,111,2.5703695889520706,0.8944719727469804,1.5133934739616848,1.5133934739616848
12,510,3.4758234052130477,0.9486633939927018,5.958140754157654,5.958140754157654
12,754,2.716988667561743,0.9589849984040855,8.567247122867542,8.567247122867542
12,578,2.515626635333847,0.9555320341199177,6.113041745262535,6.113041745262535
12,8,9.445724288456232,0.693518941122775,-23.23766479831248,23.23766479831248
12,832,5.080963996055439,0.9319731180196297,13.72726816719836,13.72726816719836
12,245,1.6811733829286755,0.976070959699039,4.240007880756195,4.240007880756195
12,361,1.5470335323441216,0.982039639445425,3.055650385097948,3.055650385097948
12,711,3.3340797200733228,0.9568116335550829,6.526288144258217,6.526288144258217
12,36,1.83878394347417,0.9185905224787363,3.0633228305672944,3.0633228305672944
12,56,4.186877669117678,0.8910801011465956,-8.871695741590017,8.871695741590017
12,401,2.6887543483684477,0.9534728484266491,1.0804798319810232,1.0804798319810232
12,561,2.234598790794194,0.9672368104071307,3.2185770230177013,3.2185770230177013
12,523,2.6611164143098263,0.9567760379783357,3.7653532816000563,3.7653532816000563
12,874,7.177412986004127,0.9287393342770686,-1.4465599316715725,1.4465599316715725
12,875,12.873899779659205,0.9206003967590047,-20.808137334824323,20.808137334824323
12,593,2.0383705108144006,0.9675765794908802,1.109892490569024,1.109892490569024
12,139,17.663249600107253,0.4306153681887746,-79.68029238647026,79.68029238647026
12,793,4.417406127966695,0.9605755041810133,-3.7973600299236523,3.7973600299236523
12,351,2.3147038284380557,0.9653543307086614,3.817650819848467,3.817650819848467
12,757,2.0618054033732744,0.9673541543901002,-1.3730053949657588,1.3730053949657588
12,951,5.327945407389422,0.9593522532101088,-6.9790017591456035,6.9790017591456035
12,989,10.131999256161242,0.9198873343491711,2.8801676626454764,2.8801676626454764
12,130,1.6421646750796113,0.9491482134191505,4.43133538996851,4.43133538996851
12,232,15.98212510736943,0.7407157651365541,-33.23067225047143,33.23067225047143
12,700,2.2344745581055205,0.967993240944951,5.755811427887295,5.755811427887295
12,818,2.288945269524,0.9794632245225131,3.504859449852404,3.504859449852404
12,607,3.957724394624,0.9469452108789909,-0.9987794457035477,0.9987794457035477
12,910,6.750566577914,0.9560574851433576,-8.203847357790721,8.203847357790721
12,590,1.790115356448,0.9731981166244114,-2.19615773667482,2.19615773667482
12,908,5.337481069960644,0.9551807228915663,-7.825843417691772,7.825843417691772
12,979,15.737552214881074,0.8805497181360287,-27.31133830439984,27.31133830439984
12,621,3.8174383917613173,0.9373896549208434,-2.164199788484126,2.164199788484126
